AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area;geo_point_2d
067;650;MACKENZIE ST AND W BROADWAY;"{""coordinates"": [-123.17010985653317, 49.264104109197525], ""type"": ""Point""}";Kitsilano;49.264104109197525, -123.17010985653317
058;678;BALACLAVA ST AND W 12TH AV;"{""coordinates"": [-123.17407341689298, 49.26146544233237], ""type"": ""Point""}";Kitsilano;49.26146544233237, -123.17407341689298
067;674;W 11TH AV AND MACKENZIE ST;"{""coordinates"": [-123.1701747609908, 49.26230995493391], ""type"": ""Point""}";Kitsilano;49.26230995493391, -123.1701747609908
067;688;W 15TH AV AND MACKENZIE ST;"{""coordinates"": [-123.17030562182723, 49.258691814922386], ""type"": ""Point""}";Kitsilano;49.258691814922386, -123.17030562182723
050;643;BLENHEIM ST AND W 6TH AV;"{""coordinates"": [-123.17774986573541, 49.2667812487255], ""type"": ""Point""}";Kitsilano;49.2667812487255, -123.17774986573541
045;646;WATERLOO ST AND W 7TH AV;"{""coordinates"": [-123.17978458549018, 49.26597527848214], ""type"": ""Point""}";Kitsilano;49.26597527848214, -123.17978458549018
045;683;W 13TH AV AND WATERLOO ST;"{""coordinates"": [-123.17997953579032, 49.26065060182066], ""type"": ""Point""}";Kitsilano;49.26065060182066, -123.17997953579032
210;687;E 15TH AV AND FRASER ST;"{""coordinates"": [-123.08941864168357, 49.257155046376006], ""type"": ""Point""}";Mount Pleasant;49.257155046376006, -123.08941864168357
210;689;FRASER ST AND E 16TH AV;"{""coordinates"": [-123.08986513368238, 49.25642902889461], ""type"": ""Point""}";Mount Pleasant;49.25642902889461, -123.08986513368238
210;691;E 17TH AV AND FRASER ST;"{""coordinates"": [-123.08989788566929, 49.2555303722147], ""type"": ""Point""}";Riley Park;49.2555303722147, -123.08989788566929
210;692;FRASER ST AND E 18TH AV;"{""coordinates"": [-123.08993202759486, 49.2546258854007], ""type"": ""Point""}";Riley Park;49.2546258854007, -123.08993202759486
210;770;KINGSWAY AND FRASER ST;"{""coordinates"": [-123.08985405867537, 49.25671756806762], ""type"": ""Point""}";Mount Pleasant;49.25671756806762, -123.08985405867537
173;687;W 15TH AV AND ALBERTA ST;"{""coordinates"": [-123.11115246146863, 49.25774944831501], ""type"": ""Point""}";Mount Pleasant;49.25774944831501, -123.11115246146863
179;702;W 21ST AV AND COLUMBIA ST;"{""coordinates"": [-123.1099133382577, 49.25196268655388], ""type"": ""Point""}";Riley Park;49.25196268655388, -123.1099133382577
179;703;COLUMBIA ST AND W 22ND AV;"{""coordinates"": [-123.10995403961024, 49.25105906847198], ""type"": ""Point""}";Riley Park;49.25105906847198, -123.10995403961024
058;683;W 13TH AV AND BALACLAVA ST;"{""coordinates"": [-123.17410609535392, 49.26056158098977], ""type"": ""Point""}";Kitsilano;49.26056158098977, -123.17410609535392
061;688;CARNARVON ST AND W 15TH AV;"{""coordinates"": [-123.17223837279154, 49.258721899306046], ""type"": ""Point""}";Kitsilano;49.258721899306046, -123.17223837279154
184;839;E KENT AV SOUTH AND W KENT AV SOUTH;"{""coordinates"": [-123.10685141280297, 49.20658972688802], ""type"": ""Point""}";Marpole;49.20658972688802, -123.10685141280297
201;832;ST. GEORGE ST AND E 69TH AV;"{""coordinates"": [-123.0940412920952, 49.20947748042027], ""type"": ""Point""}";Sunset;49.20947748042027, -123.0940412920952
190;837;MAIN ST AND E KENT AV NORTH;"{""coordinates"": [-123.1024397752633, 49.20724386763999], ""type"": ""Point""}";Sunset;49.20724386763999, -123.1024397752633
190;832;E 69TH AV AND MAIN ST;"{""coordinates"": [-123.10231217164963, 49.20933004301324], ""type"": ""Point""}";Sunset;49.20933004301324, -123.10231217164963
190;830;MAIN ST AND SE MARINE DRIVE;"{""coordinates"": [-123.10219366971934, 49.21109428607645], ""type"": ""Point""}";Sunset;49.21109428607645, -123.10219366971934
195;823;E 64TH AV AND SOPHIA ST;"{""coordinates"": [-123.10021049723639, 49.21262122845441], ""type"": ""Point""}";Sunset;49.21262122845441, -123.10021049723639
197;817;PRINCE EDWARD ST AND E 61ST AV;"{""coordinates"": [-123.097871155018, 49.214973108178796], ""type"": ""Point""}";Sunset;49.214973108178796, -123.097871155018
210;811;FRASER ST AND E 58TH AV;"{""coordinates"": [-123.09097903050534, 49.21739570185118], ""type"": ""Point""}";Sunset;49.21739570185118, -123.09097903050534
197;814;E 60TH AV AND PRINCE EDWARD ST;"{""coordinates"": [-123.09784735685878, 49.21577204423245], ""type"": ""Point""}";Sunset;49.21577204423245, -123.09784735685878
210;812;FRASER ST AND E 58TH AV;"{""coordinates"": [-123.09098575631988, 49.21713235979323], ""type"": ""Point""}";Sunset;49.21713235979323, -123.09098575631988
197;811;PRINCE EDWARD ST AND E 58TH AV;"{""coordinates"": [-123.0977929567996, 49.217527842849805], ""type"": ""Point""}";Sunset;49.217527842849805, -123.0977929567996
210;837;FRASER ST AND E KENT AV NORTH;"{""coordinates"": [-123.09118584750738, 49.20818508665438], ""type"": ""Point""}";Sunset;49.20818508665438, -123.09118584750738
197;837;E KENT AV NORTH AND PRINCE EDWARD ST;"{""coordinates"": [-123.0985219425251, 49.207566536793806], ""type"": ""Point""}";Sunset;49.207566536793806, -123.0985219425251
201;821;ST. GEORGE ST AND E 63RD AV;"{""coordinates"": [-123.09424745128219, 49.21320918722525], ""type"": ""Point""}";Sunset;49.21320918722525, -123.09424745128219
203;823;POPLAR ST AND E 64TH AV;"{""coordinates"": [-123.09330162793266, 49.21261730973182], ""type"": ""Point""}";Sunset;49.21261730973182, -123.09330162793266
199;824;E 64TH AV AND BUSCOMBE ST;"{""coordinates"": [-123.09532679688499, 49.21222036733566], ""type"": ""Point""}";Sunset;49.21222036733566, -123.09532679688499
197;824;PRINCE EDWARD ST AND E 64TH AV;"{""coordinates"": [-123.09796244721431, 49.21224618244647], ""type"": ""Point""}";Sunset;49.21224618244647, -123.09796244721431
203;825;POPLAR ST AND E 65TH AV;"{""coordinates"": [-123.09332043419309, 49.21181983546075], ""type"": ""Point""}";Sunset;49.21181983546075, -123.09332043419309
022;630;TOLMIE ST AND NW MARINE DRIVE;"{""coordinates"": [-123.21174049067324, 49.2749256297264], ""type"": ""Point""}";West Point Grey;49.2749256297264, -123.21174049067324
020;637;W 3RD AV AND BLANCA ST;"{""coordinates"": [-123.21498144174711, 49.27028054227364], ""type"": ""Point""}";West Point Grey;49.27028054227364, -123.21498144174711
022;636;TOLMIE ST AND BELLEVUE DRIVE;"{""coordinates"": [-123.21186711033036, 49.27139210191213], ""type"": ""Point""}";West Point Grey;49.27139210191213, -123.21186711033036
019;635;DRUMMOND DRIVE AND FANNIN AV;"{""coordinates"": [-123.22058240333317, 49.273837787676975], ""type"": ""Point""}";West Point Grey;49.273837787676975, -123.22058240333317
024;637;SASAMAT ST AND BELLEVUE DRIVE;"{""coordinates"": [-123.20889144325862, 49.2696091928106], ""type"": ""Point""}";West Point Grey;49.2696091928106, -123.20889144325862
026;637;TRIMBLE ST AND W 3RD AV;"{""coordinates"": [-123.2058307274738, 49.27013970870343], ""type"": ""Point""}";West Point Grey;49.27013970870343, -123.2058307274738
027;636;W 2ND AV AND DISCOVERY ST;"{""coordinates"": [-123.20274902348314, 49.271247096449464], ""type"": ""Point""}";West Point Grey;49.271247096449464, -123.20274902348314
026;634;TRIMBLE ST AND W 1ST AV;"{""coordinates"": [-123.20576051864732, 49.272081852565854], ""type"": ""Point""}";West Point Grey;49.272081852565854, -123.20576051864732
022;634;W 1ST AV AND TOLMIE ST;"{""coordinates"": [-123.21183845346617, 49.2721862956832], ""type"": ""Point""}";West Point Grey;49.2721862956832, -123.21183845346617
029;638;JERICHO CIRCLE AND DISCOVERY ST;"{""coordinates"": [-123.20281353170958, 49.26950875951223], ""type"": ""Point""}";West Point Grey;49.26950875951223, -123.20281353170958
024;686;SASAMAT ST AND W 14TH AV;"{""coordinates"": [-123.20923022995937, 49.26019378772467], ""type"": ""Point""}";West Point Grey;49.26019378772467, -123.20923022995937
302;770;KINGSWAY AND TAUNTON ST;"{""coordinates"": [-123.03952445323651, 49.23563895929364], ""type"": ""Point""}";Renfrew-Collingwood;49.23563895929364, -123.03952445323651
303;770;MCHARDY ST AND KINGSWAY;"{""coordinates"": [-123.03870364186488, 49.23538424890989], ""type"": ""Point""}";Renfrew-Collingwood;49.23538424890989, -123.03870364186488
301;770;KINGSWAY AND SPENCER ST;"{""coordinates"": [-123.0407893027668, 49.23580693764478], ""type"": ""Point""}";Renfrew-Collingwood;49.23580693764478, -123.0407893027668
300;750;E 41ST AV AND RUPERT ST;"{""coordinates"": [-123.04309226965945, 49.232967344637196], ""type"": ""Point""}";Renfrew-Collingwood;49.232967344637196, -123.04309226965945
300;770;SCHOOL AV AND RUPERT ST;"{""coordinates"": [-123.04290737400957, 49.23538514779692], ""type"": ""Point""}";Renfrew-Collingwood;49.23538514779692, -123.04290737400957
153;813;W 59TH AV AND LAUREL ST;"{""coordinates"": [-123.12612391795189, 49.217049351233875], ""type"": ""Point""}";Marpole;49.217049351233875, -123.12612391795189
148;813;OSLER ST AND W 59TH AV;"{""coordinates"": [-123.13133263476188, 49.21717558827899], ""type"": ""Point""}";Marpole;49.21717558827899, -123.13133263476188
145;813;W 59TH AV AND SELKIRK ST;"{""coordinates"": [-123.1327098219432, 49.2172126399944], ""type"": ""Point""}";Marpole;49.2172126399944, -123.1327098219432
144;813;HUDSON ST AND W 59TH AV;"{""coordinates"": [-123.1340838667075, 49.21724972391476], ""type"": ""Point""}";Marpole;49.21724972391476, -123.1340838667075
142;813;W 59TH AV AND MONTCALM ST;"{""coordinates"": [-123.13546185329676, 49.21728634609962], ""type"": ""Point""}";Marpole;49.21728634609962, -123.13546185329676
302;770;KERR ST AND IVANHOE ST;"{""coordinates"": [-123.0400391640945, 49.235049773190994], ""type"": ""Point""}";Renfrew-Collingwood;49.235049773190994, -123.0400391640945
165;818;W 62ND AV AND ASH ST;"{""coordinates"": [-123.12011453652391, 49.214198396147644], ""type"": ""Point""}";Marpole;49.214198396147644, -123.12011453652391
170;816;W 61ST AV AND CAMBIE ST;"{""coordinates"": [-123.11692315915151, 49.21501509610842], ""type"": ""Point""}";Marpole;49.21501509610842, -123.11692315915151
171;813;W 59TH AV AND YUKON ST;"{""coordinates"": [-123.11534777643423, 49.21692339171675], ""type"": ""Point""}";Marpole;49.21692339171675, -123.11534777643423
170;813;CAMBIE ST AND W 59TH AV;"{""coordinates"": [-123.11685438311733, 49.21693872558525], ""type"": ""Point""}";Marpole;49.21693872558525, -123.11685438311733
165;813;W 59TH AV AND ASH ST;"{""coordinates"": [-123.12001714644349, 49.216973137008566], ""type"": ""Point""}";Marpole;49.216973137008566, -123.12001714644349
316;725;FOSTER AV AND OBEN ST;"{""coordinates"": [-123.02700393891378, 49.23412478715895], ""type"": ""Point""}";Renfrew-Collingwood;49.23412478715895, -123.02700393891378
318;725;FOSTER AV AND LINCOLN ST;"{""coordinates"": [-123.025928939449, 49.23412544722461], ""type"": ""Point""}";Renfrew-Collingwood;49.23412544722461, -123.025928939449
319;725;ORMIDALE ST AND FOSTER AV;"{""coordinates"": [-123.02481473567332, 49.23412512523249], ""type"": ""Point""}";Renfrew-Collingwood;49.23412512523249, -123.02481473567332
315;770;ABERDEEN ST AND KINGSWAY;"{""coordinates"": [-123.02813949806652, 49.232085301591674], ""type"": ""Point""}";Renfrew-Collingwood;49.232085301591674, -123.02813949806652
308;770;KINGSWAY AND WESSEX ST;"{""coordinates"": [-123.03403747460898, 49.23318401363676], ""type"": ""Point""}";Renfrew-Collingwood;49.23318401363676, -123.03403747460898
309;770;SCHOOL AV AND SENLAC ST;"{""coordinates"": [-123.0341865268244, 49.23173230674859], ""type"": ""Point""}";Killarney;49.23173230674859, -123.0341865268244
308;770;WESSEX ST AND SCHOOL AV;"{""coordinates"": [-123.03509143363111, 49.2320923492894], ""type"": ""Point""}";Killarney;49.2320923492894, -123.03509143363111
301;750;LANCASTER ST AND E 41ST AV;"{""coordinates"": [-123.04171345086814, 49.23296594374545], ""type"": ""Point""}";Renfrew-Collingwood;49.23296594374545, -123.04171345086814
307;751;SCHOOL AV AND HAROLD ST;"{""coordinates"": [-123.03597085707361, 49.23244887551428], ""type"": ""Point""}";Killarney;49.23244887551428, -123.03597085707361
304;770;KINGSWAY AND MCKINNON ST;"{""coordinates"": [-123.03781167420485, 49.235046358940906], ""type"": ""Point""}";Renfrew-Collingwood;49.235046358940906, -123.03781167420485
300;770;KINGSWAY AND RUPERT ST;"{""coordinates"": [-123.04231600102635, 49.235942918373745], ""type"": ""Point""}";Renfrew-Collingwood;49.235942918373745, -123.04231600102635
037;698;W 21ST AV AND HIGHBURY ST;"{""coordinates"": [-123.18805085030378, 49.25378185939693], ""type"": ""Point""}";Dunbar-Southlands;49.25378185939693, -123.18805085030378
037;706;HIGHBURY ST AND W 23RD AV;"{""coordinates"": [-123.18806788046648, 49.25197426767428], ""type"": ""Point""}";Dunbar-Southlands;49.25197426767428, -123.18806788046648
037;710;HIGHBURY ST AND W KING EDWARD AV;"{""coordinates"": [-123.18808690167525, 49.25007254603245], ""type"": ""Point""}";Dunbar-Southlands;49.25007254603245, -123.18808690167525
280;638;E 5TH AV AND RENFREW ST;"{""coordinates"": [-123.04427171898563, 49.26571212248692], ""type"": ""Point""}";Hastings-Sunrise;49.26571212248692, -123.04427171898563
296;634;WINDERMERE ST AND E 4TH AV;"{""coordinates"": [-123.0364699687723, 49.26664438542402], ""type"": ""Point""}";Hastings-Sunrise;49.26664438542402, -123.0364699687723
302;634;CASSIAR ST AND E 4TH AV;"{""coordinates"": [-123.03101071743129, 49.26663275667098], ""type"": ""Point""}";Hastings-Sunrise;49.26663275667098, -123.03101071743129
303;638;E 5TH AV AND HERMON DRIVE;"{""coordinates"": [-123.02986703833325, 49.265673117216856], ""type"": ""Point""}";Hastings-Sunrise;49.265673117216856, -123.02986703833325
282;641;NOOTKA ST AND E 6TH AV;"{""coordinates"": [-123.04154559737057, 49.26475317597147], ""type"": ""Point""}";Hastings-Sunrise;49.26475317597147, -123.04154559737057
296;641;WINDERMERE ST AND E 6TH AV;"{""coordinates"": [-123.03648728235703, 49.264735274538744], ""type"": ""Point""}";Hastings-Sunrise;49.264735274538744, -123.03648728235703
267;641;GARDEN DRIVE AND E 6TH AV;"{""coordinates"": [-123.05810688998159, 49.26499045170325], ""type"": ""Point""}";Grandview-Woodland;49.26499045170325, -123.05810688998159
270;641;E 6TH AV AND NANAIMO ST;"{""coordinates"": [-123.05659640184201, 49.26477875277805], ""type"": ""Point""}";Grandview-Woodland;49.26477875277805, -123.05659640184201
259;646;LAKEWOOD DRIVE AND E 7TH AV;"{""coordinates"": [-123.06199252407032, 49.26411590655228], ""type"": ""Point""}";Grandview-Woodland;49.26411590655228, -123.06199252407032
253;646;VICTORIA DRIVE AND E 7TH AV;"{""coordinates"": [-123.06585830242562, 49.26414359582951], ""type"": ""Point""}";Grandview-Woodland;49.26414359582951, -123.06585830242562
274;634;PENTICTON ST AND E 4TH AV;"{""coordinates"": [-123.0521345791931, 49.266676455857905], ""type"": ""Point""}";Hastings-Sunrise;49.266676455857905, -123.0521345791931
275;634;SLOCAN ST AND E 4TH AV;"{""coordinates"": [-123.04950941058671, 49.26667302299863], ""type"": ""Point""}";Hastings-Sunrise;49.26667302299863, -123.04950941058671
253;638;VICTORIA DRIVE AND E 5TH AV;"{""coordinates"": [-123.06583835930961, 49.265951903723725], ""type"": ""Point""}";Grandview-Woodland;49.265951903723725, -123.06583835930961
265;638;E 5TH AV AND TEMPLETON DRIVE;"{""coordinates"": [-123.06002274991793, 49.26590737866412], ""type"": ""Point""}";Grandview-Woodland;49.26590737866412, -123.06002274991793
270;638;NANAIMO ST AND E 5TH AV;"{""coordinates"": [-123.05659440978711, 49.26572903385497], ""type"": ""Point""}";Grandview-Woodland;49.26572903385497, -123.05659440978711
228;739;E 37TH AV AND CULLODEN ST;"{""coordinates"": [-123.07827362671043, 49.23687234920255], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23687234920255, -123.07827362671043
224;730;SHERBROOKE ST AND E 33RD AV;"{""coordinates"": [-123.08125526584405, 49.24024315628663], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24024315628663, -123.08125526584405
218;730;E 33RD AV AND ELGIN ST;"{""coordinates"": [-123.08348110170604, 49.240257607822386], ""type"": ""Point""}";Kensington-Cedar Cottage;49.240257607822386, -123.08348110170604
090;739;WEST BOULEVARD AND ARBUTUS ST;"{""coordinates"": [-123.15542659676183, 49.238296220502484], ""type"": ""Point""}";Arbutus Ridge;49.238296220502484, -123.15542659676183
211;730;CHESTER ST AND E 33RD AV;"{""coordinates"": [-123.08913056984596, 49.240296681395144], ""type"": ""Point""}";Kensington-Cedar Cottage;49.240296681395144, -123.08913056984596
213;730;E 33RD AV AND ST. CATHERINES ST;"{""coordinates"": [-123.08681927519564, 49.240279911279565], ""type"": ""Point""}";Kensington-Cedar Cottage;49.240279911279565, -123.08681927519564
212;741;E 37TH AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08804131664233, 49.23651936094427], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23651936094427, -123.08804131664233
213;741;E 37TH AV AND ST. CATHERINES ST;"{""coordinates"": [-123.0869276147779, 49.23650728715662], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23650728715662, -123.0869276147779
221;741;E 37TH AV AND ROSS ST;"{""coordinates"": [-123.08247577278583, 49.23645465475761], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23645465475761, -123.08247577278583
219;727;E 31ST AV AND ELGIN ST;"{""coordinates"": [-123.08274439886226, 49.24250542759686], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24250542759686, -123.08274439886226
214;724;ST. CATHERINES ST AND E 30TH AV;"{""coordinates"": [-123.08595260589918, 49.24326521574095], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24326521574095, -123.08595260589918
214;721;RINGWOOD AV AND ST. CATHERINES ST;"{""coordinates"": [-123.08593440979125, 49.24392699983202], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24392699983202, -123.08593440979125
223;727;ROSS ST AND E 31ST AV;"{""coordinates"": [-123.08135595534999, 49.24249455797402], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24249455797402, -123.08135595534999
301;722;SPENCER ST AND EUCLID AV;"{""coordinates"": [-123.03832057755741, 49.238331542987574], ""type"": ""Point""}";Renfrew-Collingwood;49.238331542987574, -123.03832057755741
